corpus_unit_id,passage_text,plant_name,chemical_name,text,label
858,"This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",tomato,policosanol,"Relation of tomato and policosanol on This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Negative
859,"This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",tomato,procyanidins,"Relation of tomato and procyanidins on This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Negative
860,"This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",grape,policosanol,"Relation of grape and policosanol on This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Negative
861,"This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Oenothera biennis,policosanol,"Relation of Oenothera biennis and policosanol on This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Negative
862,"This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Oenothera biennis,procyanidins,"Relation of Oenothera biennis and procyanidins on This study compared the efficacy and tolerability of an optimized botanical combination containing policosanol, tomato extract, orally bioavailable grape procyanidins and Oenothera biennis oil against placebo in the management of patients with primary hypercholesterolemia and mixed dyslipidemia.",Negative
863,Kaur-16-en-19-oic acid was isolated from the bark of Annona reticulata and studied for its analgesic and antiinflammatory activity.,Annona reticulata,Kaur-16-en-19-oic acid,Relation of Annona reticulata and Kaur-16-en-19-oic acid on Kaur-16-en-19-oic acid was isolated from the bark of Annona reticulata and studied for its analgesic and antiinflammatory activity.,Positive
864,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Sida cordifolia,ethanol,"Relation of Sida cordifolia and ethanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
865,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Sida cordifolia,chloroform,"Relation of Sida cordifolia and chloroform on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
866,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Sida cordifolia,methanol,"Relation of Sida cordifolia and methanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
867,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca,ethanol,"Relation of malva branca and ethanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
868,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca,chloroform,"Relation of malva branca and chloroform on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
869,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca,methanol,"Relation of malva branca and methanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
870,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca sedosa,ethanol,"Relation of malva branca sedosa and ethanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
871,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca sedosa,chloroform,"Relation of malva branca sedosa and chloroform on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
872,"In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",malva branca sedosa,methanol,"Relation of malva branca sedosa and methanol on In this study, we describe the antinociceptive activity of the ethanol extract (EE), chloroform (CF) and methanol (MF) fractions obtained from Sida cordifolia, popularly known in Brazil as ""malva branca"" or ""malva branca sedosa"".",Negative
873,This study investigated the inhibitory effects of costunolide isolated from the leaves of Laurus nobilis L.,Laurus nobilis L,costunolide,Relation of Laurus nobilis L and costunolide on This study investigated the inhibitory effects of costunolide isolated from the leaves of Laurus nobilis L.,Positive
874,"Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Lyonia ovalifolia,grayanane diterpenoid,"Relation of Lyonia ovalifolia and grayanane diterpenoid on Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Positive
875,"Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Lyonia ovalifolia,lyonin A,"Relation of Lyonia ovalifolia and lyonin A on Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Positive
876,"Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Lyonia ovalifolia,secorhodomollolides A and D,"Relation of Lyonia ovalifolia and secorhodomollolides A and D on Phytochemical studies on the branches and leaves of Lyonia ovalifolia yielded a new grayanane diterpenoid, lyonin A (1), together with two known compounds, secorhodomollolides A and D (2 and 3, resp.).",Positive
877,Concentrations of vindoline (2082  113  g/g DW) and catharanthine (2903  384  g/g DW) were highest in Pacifica Peach.,Peach,vindoline,Relation of Peach and vindoline on Concentrations of vindoline (2082  113  g/g DW) and catharanthine (2903  384  g/g DW) were highest in Pacifica Peach.,Positive
878,Concentrations of vindoline (2082  113  g/g DW) and catharanthine (2903  384  g/g DW) were highest in Pacifica Peach.,Peach,catharanthine,Relation of Peach and catharanthine on Concentrations of vindoline (2082  113  g/g DW) and catharanthine (2903  384  g/g DW) were highest in Pacifica Peach.,Positive
879,The objective of the present study was to evaluate the anxiolytic and antidepressant activities of methanol extract of Aegle marmelos (AM) leaves as well as its interaction with conventional anxiolytic and antidepressant drugs using elevated plus maze and tail suspension test in mice.,Aegle marmelos,methanol,Relation of Aegle marmelos and methanol on The objective of the present study was to evaluate the anxiolytic and antidepressant activities of methanol extract of Aegle marmelos (AM) leaves as well as its interaction with conventional anxiolytic and antidepressant drugs using elevated plus maze and tail suspension test in mice.,Negative
880,The objective of the present study was to evaluate the anxiolytic and antidepressant activities of methanol extract of Aegle marmelos (AM) leaves as well as its interaction with conventional anxiolytic and antidepressant drugs using elevated plus maze and tail suspension test in mice.,AM,methanol,Relation of AM and methanol on The objective of the present study was to evaluate the anxiolytic and antidepressant activities of methanol extract of Aegle marmelos (AM) leaves as well as its interaction with conventional anxiolytic and antidepressant drugs using elevated plus maze and tail suspension test in mice.,Negative
